"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
831,965680000.000000000000,-92.957000000053,-97.942999999970,-89.878999999957,-87.037999999942
832,965682000.000000000000,-93.111000000034,-98.035000000033,-89.660000000033,-87.212000000058
833,965684000.000000000000,-92.998999999953,-97.991000000038,-89.636000000057,-87.297000000020
834,965686000.000000000000,-92.979999999981,-98.103000000003,-90.817000000039,-87.207999999984
835,965688000.000000000000,-93.067999999970,-98.177999999956,-89.866999999969,-87.150999999954
836,965690000.000000000000,-92.981000000029,-98.212999999989,-90.096000000020,-86.969999999972
837,965692000.000000000000,-92.979999999981,-98.194000000018,-89.743000000017,-86.898000000045
838,965694000.000000000000,-93.003999999957,-98.177999999956,-90.555000000051,-86.898000000045
839,965696000.000000000000,-92.945999999996,-98.158000000054,-89.753999999957,-86.832000000053
840,965698000.000000000000,-93.033999999985,-98.256000000052,-90.726000000024,-86.981999999960
841,965700000.000000000000,-93.077000000048,-98.238999999943,-89.800000000047,-86.895999999950
842,965702000.000000000000,-93.150999999954,-98.243000000017,-90.831000000006,-87.001999999979
843,965704000.000000000000,-93.195999999996,-98.246000000043,-89.878000000026,-86.831000000006
844,965706000.000000000000,-93.157000000007,-98.251000000047,-89.912000000011,-86.849999999977
845,965708000.000000000000,-93.518999999971,-98.163999999990,-89.902000000002,-86.979000000050
846,965710000.000000000000,-93.314999999944,-98.069000000018,-90.569000000018,-86.952000000048
847,965712000.000000000000,-93.087000000058,-98.033999999985,-89.917999999947,-87.060999999987
848,965714000.000000000000,-93.072000000044,-98.143999999971,-90.854000000050,-87.059000000008
849,965716000.000000000000,-93.076000000001,-97.996999999974,-89.868000000017,-87.131000000052
850,965718000.000000000000,-93.113000000012,-97.795000000042,-90.520000000019,-87.268000000040
851,965720000.000000000000,-92.988999999943,-97.966000000015,-89.826000000001,-87.466000000015
852,965722000.000000000000,-93.111000000034,-97.929000000004,-90.510000000009,-87.626000000047
853,965724000.000000000000,-93.126999999979,-97.880000000005,-89.795999999973,-87.361000000034
854,965726000.000000000000,-93.170000000042,-98.128999999957,-90.761999999988,-87.326000000001
855,965728000.000000000000,-93.028000000049,-98.079000000027,-89.655000000028,-87.361000000034
856,965730000.000000000000,-93.030000000028,-98.140000000014,-90.537999999942,-87.344000000041
857,965732000.000000000000,-93.143000000040,-98.243999999948,-89.849000000046,-87.341000000015
858,965734000.000000000000,-93.199000000022,-98.255000000005,-90.692000000039,-87.300999999978
859,965736000.000000000000,-93.079000000027,-98.216999999946,-89.792999999947,-87.342999999993
860,965738000.000000000000,-93.089000000036,-98.354999999981,-90.589999999967,-87.390000000014
861,965740000.000000000000,-93.077000000048,-98.305000000051,-89.670999999973,-87.552000000025
862,965742000.000000000000,-93.136999999988,-98.201000000001,-90.920999999973,-87.466000000015
863,965744000.000000000000,-93.104000000050,-98.038999999990,-89.939999999944,-87.427999999956
864,965746000.000000000000,-93.057999999961,-98.057999999961,-90.731999999960,-87.354999999981
865,965748000.000000000000,-93.096000000020,-98.243999999948,-89.842999999993,-87.152000000002
866,965750000.000000000000,-93.094000000041,-98.201000000001,-90.292000000016,-87.143000000040
867,965752000.000000000000,-93.084000000032,-98.278999999980,-89.930000000051,-87.277000000002
868,965754000.000000000000,-93.165999999968,-98.604999999981,-90.202000000048,-87.266999999993
869,965756000.000000000000,-93.248000000021,-98.550000000047,-89.498999999953,-87.005000000005
870,965758000.000000000000,-93.212999999989,-98.560999999987,-90.640000000014,-87.067000000039
871,965760000.000000000000,-93.354999999981,-98.591999999946,-89.643000000040,-87.050000000047
872,965762000.000000000000,-93.189000000013,-98.545000000042,-90.562000000034,-87.234999999986
873,965764000.000000000000,-93.177000000025,-98.726000000024,-89.856000000029,-87.094000000041
874,965766000.000000000000,-93.155000000028,-98.650000000023,-89.856000000029,-87.145999999950
875,965768000.000000000000,-93.287000000011,-98.741999999969,-89.846999999951,-87.172999999952
876,965770000.000000000000,-93.126000000047,-98.761000000057,-90.680000000051,-87.170000000042
877,965772000.000000000000,-93.136999999988,-98.778000000049,-89.849999999977,-87.400999999954
878,965774000.000000000000,-93.383999999962,-98.721999999951,-89.675999999978,-87.425000000047
879,965776000.000000000000,-93.297999999952,-98.775000000023,-89.881999999983,-87.337999999989
880,965778000.000000000000,-93.386999999988,-98.829999999958,-90.000000000000,-87.263999999966
881,965780000.000000000000,-93.064000000013,-98.871000000043,-89.959999999963,-87.481999999960
882,965782000.000000000000,-92.969999999972,-98.851999999955,-89.777000000002,-87.263999999966
883,965784000.000000000000,-93.059000000008,-99.030999999959,-89.550999999978,-87.285000000033
884,965786000.000000000000,-93.055000000051,-99.298999999999,-90.334999999963,-87.258999999962
885,965788000.000000000000,-93.148000000045,-99.214999999967,-89.628999999957,-87.390000000014
886,965790000.000000000000,-93.342999999993,-99.224000000046,-89.954000000027,-87.275999999954
887,965792000.000000000000,-93.162999999942,-99.396999999997,-89.905000000028,-87.097999999998
888,965794000.000000000000,-93.113000000012,-99.552000000025,-90.763000000035,-87.128999999957
889,965796000.000000000000,-93.126999999979,-99.621999999974,-89.888999999966,-87.048999999999
890,965798000.000000000000,-93.224999999977,-99.606999999960,-90.623000000021,-87.224000000046
891,965800000.000000000000,-93.143000000040,-99.707000000053,-89.866999999969,-87.368000000017
892,965802000.000000000000,-93.140999999945,-99.675999999978,-90.773000000045,-87.248000000021
893,965804000.000000000000,-93.199999999953,-99.557000000030,-89.820999999996,-87.319999999949
894,965806000.000000000000,-93.111999999965,-99.653000000049,-90.677000000025,-87.481000000029
895,965808000.000000000000,-93.260000000009,-99.667999999947,-89.795000000042,-87.538999999990
896,965810000.000000000000,-93.179000000004,-99.917999999947,-89.912999999942,-87.464999999967
897,965812000.000000000000,-93.253000000026,-99.875000000000,-89.722999999998,-87.488000000012
898,965814000.000000000000,-93.248000000021,-99.922000000020,-90.226999999955,-87.489999999991
899,965816000.000000000000,-93.346999999951,-99.988000000012,-89.886000000057,-87.293999999994
900,965818000.000000000000,-93.371999999974,-100.069000000018,-89.849999999977,-87.375000000000
901,965820000.000000000000,-93.523000000045,-100.089999999967,-89.959000000032,-87.314000000013
902,965822000.000000000000,-93.501999999979,-100.197000000044,-90.773999999976,-87.189000000013
903,965824000.000000000000,-93.447999999975,-100.185999999987,-89.797999999952,-87.217999999993
904,965826000.000000000000,-93.427999999956,-100.226999999955,-90.011999999988,-87.015000000014
905,965828000.000000000000,-93.145999999950,-100.234999999986,-89.349000000046,-87.018999999971
906,965830000.000000000000,-93.123999999953,-100.275000000023,-90.260000000009,-87.359999999986
907,965832000.000000000000,-93.175000000047,-100.337999999989,-89.373000000021,-87.050999999978
908,965834000.000000000000,-93.206000000006,-100.324000000022,-90.410999999964,-87.064999999944
909,965836000.000000000000,-93.199999999953,-100.405999999959,-89.748999999953,-86.939000000013
910,965838000.000000000000,-93.155000000028,-100.427999999956,-90.097999999998,-86.932000000030
911,965840000.000000000000,-93.123000000021,-100.376000000047,-90.057000000030,-87.005000000005
912,965842000.000000000000,-93.081000000006,-100.400999999954,-90.586000000010,-86.978000000003
913,965844000.000000000000,-93.042000000016,-100.513999999966,-89.454000000027,-86.851999999955
914,965846000.000000000000,-93.104000000050,-100.420000000042,-90.108000000007,-86.792999999947
915,965848000.000000000000,-93.152000000002,-100.510000000009,-90.030000000028,-86.927999999956
916,965850000.000000000000,-93.275000000023,-100.479999999981,-90.033999999985,-87.190999999992
917,965852000.000000000000,-93.118000000017,-100.486000000034,-89.908000000054,-87.243000000017
918,965854000.000000000000,-93.060000000056,-100.616000000038,-90.560999999987,-87.256000000052
919,965856000.000000000000,-93.005000000005,-100.690999999992,-89.709000000032,-87.324999999953
920,965858000.000000000000,-93.109999999986,-100.565999999992,-89.670999999973,-87.089999999967
921,965860000.000000000000,-93.167999999947,-100.518999999971,-89.841000000015,-87.097999999998
922,965862000.000000000000,-93.167999999947,-100.537000000011,-89.834000000032,-87.099999999977
923,965864000.000000000000,-93.173999999999,-100.483000000007,-89.972999999998,-87.150000000023
924,965866000.000000000000,-93.275999999954,-100.491000000038,-90.707999999984,-87.275999999954
925,965868000.000000000000,-93.150999999954,-100.474999999977,-89.873000000021,-87.317999999970
926,965870000.000000000000,-93.109000000055,-100.304000000004,-90.533999999985,-87.246000000043
927,965872000.000000000000,-93.187000000034,-100.275000000023,-89.403999999980,-87.211000000010
928,965874000.000000000000,-93.194999999949,-100.423999999999,-90.288999999990,-87.089000000036
929,965876000.000000000000,-93.476000000024,-100.488999999943,-89.096000000020,-87.199999999953
930,965878000.000000000000,-93.680000000051,-100.292000000016,-90.560999999987,-87.185000000056
931,965880000.000000000000,-93.677999999956,-100.211000000010,-89.592999999993,-87.052999999956
932,965882000.000000000000,-93.832999999984,-100.244999999995,-90.427999999956,-87.130000000005
933,965884000.000000000000,-93.944000000018,-100.079000000027,-89.780000000028,-87.121000000043
934,965886000.000000000000,-93.935000000056,-99.895000000019,-89.824999999953,-87.216000000015
935,965888000.000000000000,-93.940999999992,-99.814999999944,-89.822999999975,-86.966999999946
936,965890000.000000000000,-94.108000000007,-99.716000000015,-89.479999999981,-86.993999999948
937,965892000.000000000000,-94.452000000048,-99.253000000026,-89.908999999985,-87.103000000003
938,965894000.000000000000,-94.545000000042,-99.136999999988,-90.158000000054,-87.236999999965
939,965896000.000000000000,-94.915999999968,-98.957999999984,-89.603000000003,-87.226000000024
940,965898000.000000000000,-95.047000000020,-98.763999999966,-90.614999999991,-87.011999999988
941,965900000.000000000000,-95.290999999968,-98.442999999970,-89.788999999990,-86.986999999965
942,965902000.000000000000,-95.429000000004,-98.439999999944,-90.532000000007,-86.895000000019
943,965904000.000000000000,-95.535999999964,-98.160999999964,-89.836000000010,-87.101999999955
944,965906000.000000000000,-95.712999999989,-97.873999999953,-90.050999999978,-87.152000000002
945,965908000.000000000000,-95.952999999980,-97.530000000028,-89.690999999992,-86.981999999960
946,965910000.000000000000,-96.177999999956,-97.506999999983,-90.525000000023,-86.878000000026
947,965912000.000000000000,-96.518999999971,-97.216000000015,-89.554000000004,-86.981000000029
948,965914000.000000000000,-96.834999999963,-97.106000000029,-90.451000000001,-87.194000000018
949,965916000.000000000000,-97.035999999964,-96.908999999985,-89.685000000056,-87.177000000025
950,965918000.000000000000,-97.361999999965,-96.777000000002,-90.560000000056,-87.043999999994
951,965920000.000000000000,-97.641999999993,-96.597999999998,-89.883000000031,-87.101000000024
952,965922000.000000000000,-97.915000000037,-96.410999999964,-89.998999999953,-87.234999999986
953,965924000.000000000000,-98.167999999947,-96.545999999973,-89.815999999992,-87.280999999959
954,965926000.000000000000,-98.494999999995,-96.498000000021,-89.988999999943,-87.057999999961
955,965928000.000000000000,-98.677000000025,-96.407000000007,-90.030999999959,-86.966000000015
956,965930000.000000000000,-99.135000000009,-96.501000000047,-90.528999999980,-87.037999999942
957,965932000.000000000000,-99.498000000021,-96.315999999992,-89.758999999962,-87.109000000055
958,965934000.000000000000,-99.479999999981,-96.263999999966,-90.652000000002,-87.138000000035
959,965936000.000000000000,-99.986999999965,-96.214999999967,-89.824999999953,-87.523999999976
960,965938000.000000000000,-100.334999999963,-96.194000000018,-90.991999999969,-87.471000000020
961,965940000.000000000000,-100.582999999984,-96.091999999946,-89.993999999948,-87.337000000058
962,965942000.000000000000,-100.658999999985,-96.108000000007,-90.864999999991,-87.407000000007
963,965944000.000000000000,-100.942000000039,-96.162999999942,-89.856000000029,-87.407000000007
964,965946000.000000000000,-101.207999999984,-96.050000000047,-90.584999999963,-87.327999999980
965,965948000.000000000000,-101.354000000050,-96.038999999990,-89.793999999994,-87.415000000037
966,965950000.000000000000,-101.410999999964,-96.000000000000,-90.719999999972,-87.214000000036
967,965952000.000000000000,-101.584999999963,-95.972999999998,-89.643999999971,-86.819000000018
968,965954000.000000000000,-101.670000000042,-96.035000000033,-90.670999999973,-86.836000000010
969,965956000.000000000000,-101.643000000040,-96.064999999944,-89.714999999967,-87.125000000000
970,965958000.000000000000,-101.846999999951,-96.214000000036,-90.513000000035,-87.295999999973
971,965960000.000000000000,-101.917000000016,-96.182999999961,-89.557999999961,-87.130000000005
972,965962000.000000000000,-102.018999999971,-96.258000000031,-90.493999999948,-87.153000000049
973,965964000.000000000000,-102.000000000000,-96.175000000047,-89.724999999977,-87.077999999980
974,965966000.000000000000,-102.074000000022,-96.033000000054,-89.724000000046,-87.172000000020
975,965968000.000000000000,-102.045999999973,-96.025000000023,-90.165000000037,-87.184000000008
