"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
316,964650000.000000000000,-101.427000000025,-100.706000000006,-89.986999999965,-87.096000000020
317,964652000.000000000000,-101.445999999996,-100.770999999950,-89.996999999974,-87.052000000025
318,964654000.000000000000,-101.476999999955,-100.792999999947,-89.962999999989,-87.067999999970
319,964656000.000000000000,-101.488999999943,-100.726000000024,-90.011999999988,-87.052999999956
320,964658000.000000000000,-101.371000000043,-100.726999999955,-89.966000000015,-87.054000000004
321,964660000.000000000000,-101.292999999947,-100.809000000008,-89.881999999983,-87.347999999998
322,964662000.000000000000,-101.212999999989,-100.851999999955,-89.817000000039,-87.175999999978
323,964664000.000000000000,-101.310000000056,-100.765000000014,-89.871999999974,-86.910999999964
324,964666000.000000000000,-101.212999999989,-100.908000000054,-90.074000000022,-86.927999999956
325,964668000.000000000000,-101.187000000034,-100.856000000029,-90.054000000004,-86.998999999953
326,964670000.000000000000,-101.216000000015,-100.773999999976,-89.888000000035,-86.959000000032
327,964672000.000000000000,-101.060000000056,-100.876000000047,-89.888000000035,-86.824000000022
328,964674000.000000000000,-101.067999999970,-100.864999999991,-89.954000000027,-86.842999999993
329,964676000.000000000000,-101.038999999990,-100.902000000002,-90.138000000035,-87.133999999962
330,964678000.000000000000,-100.631000000052,-100.837999999989,-90.351000000024,-87.010000000009
331,964680000.000000000000,-100.753999999957,-100.898000000045,-90.332999999984,-86.793999999994
332,964682000.000000000000,-100.677000000025,-100.908000000054,-90.246000000043,-86.991000000038
333,964684000.000000000000,-100.606000000029,-100.851000000024,-90.126000000047,-86.836000000010
334,964686000.000000000000,-100.582000000053,-100.736000000034,-90.341000000015,-86.991000000038
335,964688000.000000000000,-100.533000000054,-100.577000000048,-90.150999999954,-87.106000000029
336,964690000.000000000000,-100.562999999966,-100.601000000024,-89.956000000006,-87.079000000027
337,964692000.000000000000,-100.655000000028,-100.658999999985,-89.773000000045,-87.277000000002
338,964694000.000000000000,-100.589999999967,-100.888000000035,-89.876000000047,-87.277000000002
339,964696000.000000000000,-100.557000000030,-100.579000000027,-89.854000000050,-87.255000000005
340,964698000.000000000000,-100.523999999976,-100.535000000033,-89.790999999968,-87.263000000035
341,964700000.000000000000,-100.464999999967,-100.716000000015,-89.785000000033,-87.256999999983
342,964702000.000000000000,-100.283000000054,-100.832000000053,-90.001999999979,-87.290999999968
343,964704000.000000000000,-100.297000000020,-100.797000000020,-89.913999999990,-87.177999999956
344,964706000.000000000000,-100.295000000042,-100.780000000028,-89.883000000031,-87.081000000006
345,964708000.000000000000,-100.290999999968,-100.841999999946,-89.925000000047,-87.030000000028
346,964710000.000000000000,-100.481000000029,-100.910999999964,-90.199000000022,-87.140000000014
347,964712000.000000000000,-100.452000000048,-100.636000000057,-90.163999999990,-86.944000000018
348,964714000.000000000000,-100.368999999948,-100.677999999956,-90.180000000051,-86.891999999993
349,964716000.000000000000,-100.310000000056,-100.817000000039,-90.145000000019,-86.923999999999
350,964718000.000000000000,-100.503000000026,-100.913999999990,-90.197999999975,-87.094999999972
351,964720000.000000000000,-100.415000000037,-100.868999999948,-90.069000000018,-87.258999999962
352,964722000.000000000000,-100.231999999960,-100.773999999976,-89.885000000009,-87.109000000055
353,964724000.000000000000,-100.079000000027,-100.707000000053,-89.868999999948,-87.045999999973
354,964726000.000000000000,-100.184000000008,-100.812000000034,-89.741999999969,-87.050000000047
355,964728000.000000000000,-100.082999999984,-100.761000000057,-89.763000000035,-87.094000000041
356,964730000.000000000000,-100.030999999959,-100.896999999997,-89.885000000009,-87.133000000031
357,964732000.000000000000,-100.097999999998,-100.954000000027,-89.880000000005,-86.951000000001
358,964734000.000000000000,-99.952999999980,-100.820999999996,-89.842999999993,-86.875000000000
359,964736000.000000000000,-100.084000000032,-100.704999999958,-89.898000000045,-86.701000000001
360,964738000.000000000000,-100.023000000045,-100.736999999965,-90.013999999966,-87.021999999997
361,964740000.000000000000,-100.045999999973,-100.763000000035,-90.167000000016,-87.016999999993
362,964742000.000000000000,-100.079000000027,-100.557999999961,-90.069000000018,-86.979000000050
363,964744000.000000000000,-100.030000000028,-100.643999999971,-90.096000000020,-87.060999999987
364,964746000.000000000000,-99.827000000048,-100.829999999958,-90.050000000047,-87.050999999978
365,964748000.000000000000,-99.814999999944,-100.802000000025,-89.944000000018,-87.084000000032
366,964750000.000000000000,-100.001999999979,-100.812000000034,-89.890000000014,-86.929000000004
367,964752000.000000000000,-99.998000000021,-100.951000000001,-90.165000000037,-86.978000000003
368,964754000.000000000000,-99.858000000007,-100.907000000007,-89.935000000056,-87.030999999959
369,964756000.000000000000,-99.787999999942,-100.736000000034,-89.930999999982,-87.005000000005
370,964758000.000000000000,-99.820999999996,-100.697000000044,-89.785000000033,-87.304000000004
371,964760000.000000000000,-100.074999999953,-100.942000000039,-89.748000000021,-87.293999999994
372,964762000.000000000000,-100.008000000031,-100.907000000007,-89.886999999988,-87.256000000052
373,964764000.000000000000,-100.035000000033,-100.922999999952,-90.008000000031,-87.207000000053
374,964766000.000000000000,-99.991999999969,-100.922999999952,-90.177999999956,-87.060999999987
375,964768000.000000000000,-99.951000000001,-100.797999999952,-90.363999999943,-87.027000000002
376,964770000.000000000000,-100.043999999994,-100.748999999953,-90.369999999995,-87.030999999959
377,964772000.000000000000,-100.327999999980,-100.880000000005,-90.255000000005,-87.199999999953
378,964774000.000000000000,-99.949000000022,-100.788999999990,-90.239999999991,-87.158000000054
379,964776000.000000000000,-99.721000000020,-100.829999999958,-90.320999999996,-87.062999999966
380,964778000.000000000000,-99.917000000016,-100.920999999973,-90.363999999943,-87.047000000020
381,964780000.000000000000,-100.136000000057,-100.913999999990,-90.310999999987,-87.101999999955
382,964782000.000000000000,-99.979000000050,-100.777000000002,-90.322999999975,-87.045999999973
383,964784000.000000000000,-99.881999999983,-100.824999999953,-90.201000000001,-86.967999999993
384,964786000.000000000000,-99.961000000010,-101.037999999942,-90.020000000019,-86.994999999995
385,964788000.000000000000,-100.202999999980,-100.961000000010,-89.912000000011,-87.021999999997
386,964790000.000000000000,-100.270000000019,-100.986999999965,-89.662000000011,-86.961000000010
387,964792000.000000000000,-99.962000000058,-100.944999999949,-89.798999999999,-86.942999999970
388,964794000.000000000000,-99.920000000042,-100.915999999968,-89.905999999959,-86.839999999967
389,964796000.000000000000,-99.824999999953,-100.834000000032,-90.081000000006,-86.770999999950
390,964798000.000000000000,-99.910999999964,-100.746999999974,-90.228000000003,-86.925999999978
391,964800000.000000000000,-100.064999999944,-100.719000000041,-90.048999999999,-87.028999999980
392,964802000.000000000000,-99.986999999965,-100.724999999977,-89.989999999991,-87.113999999943
393,964804000.000000000000,-100.108000000007,-100.792999999947,-90.278000000049,-86.984999999986
394,964806000.000000000000,-100.074000000022,-100.765999999945,-90.339999999967,-86.967999999993
395,964808000.000000000000,-100.064000000013,-100.873000000021,-90.172999999952,-86.859000000055
396,964810000.000000000000,-100.072999999975,-100.839999999967,-90.143000000040,-86.895000000019
397,964812000.000000000000,-99.795999999973,-100.940999999992,-90.216000000015,-86.883000000031
398,964814000.000000000000,-100.001999999979,-100.910999999964,-90.141999999993,-86.913999999990
399,964816000.000000000000,-99.976000000024,-100.935999999987,-90.033000000054,-86.886000000057
400,964818000.000000000000,-100.016999999993,-100.782000000007,-89.875000000000,-87.290000000037
401,964820000.000000000000,-99.998000000021,-100.792999999947,-89.880000000005,-87.373000000021
402,964822000.000000000000,-99.978000000003,-100.704000000027,-89.871999999974,-87.194000000018
403,964824000.000000000000,-99.996000000043,-100.709000000032,-89.765000000014,-87.082999999984
404,964826000.000000000000,-100.268000000040,-100.859999999986,-90.033000000054,-87.103000000003
405,964828000.000000000000,-100.277000000002,-100.863000000012,-89.915999999968,-87.104999999981
406,964830000.000000000000,-100.037999999942,-100.912999999942,-89.868000000017,-87.030999999959
407,964832000.000000000000,-99.839000000036,-100.831000000006,-90.168999999994,-87.055000000051
408,964834000.000000000000,-99.819000000018,-100.790999999968,-90.130000000005,-87.113000000012
409,964836000.000000000000,-99.785000000033,-100.761999999988,-90.216000000015,-87.087000000058
410,964838000.000000000000,-99.832999999984,-100.832999999984,-90.263000000035,-87.175999999978
411,964840000.000000000000,-99.888000000035,-100.687000000034,-89.949000000022,-87.201000000001
412,964842000.000000000000,-99.888000000035,-100.655000000028,-90.047999999952,-87.052999999956
413,964844000.000000000000,-100.059000000008,-100.777000000002,-90.168999999994,-87.130000000005
414,964846000.000000000000,-100.099999999977,-100.854000000050,-90.187999999966,-87.126000000047
415,964848000.000000000000,-100.300999999978,-100.942999999970,-90.341000000015,-87.008000000031
416,964850000.000000000000,-100.119999999995,-100.800999999978,-90.503000000026,-87.175999999978
417,964852000.000000000000,-100.067000000039,-100.829000000027,-90.319000000018,-87.185999999987
418,964854000.000000000000,-100.121999999974,-100.748000000021,-90.182999999961,-87.273999999976
419,964856000.000000000000,-99.993000000017,-100.824000000022,-90.234999999986,-87.251999999979
420,964858000.000000000000,-100.211000000010,-100.814000000013,-90.287999999942,-86.935000000056
421,964860000.000000000000,-100.202000000048,-100.954999999958,-90.449999999953,-86.898000000045
422,964862000.000000000000,-100.148000000045,-100.896999999997,-90.444000000018,-86.851000000024
423,964864000.000000000000,-100.015000000014,-100.935999999987,-90.496000000043,-86.954000000027
424,964866000.000000000000,-100.069000000018,-100.900999999954,-90.412000000011,-87.077000000048
425,964868000.000000000000,-99.868999999948,-100.974999999977,-90.305000000051,-87.027000000002
426,964870000.000000000000,-100.096000000020,-100.925999999978,-90.266999999993,-87.055000000051
427,964872000.000000000000,-99.920999999973,-100.922000000020,-90.253999999957,-86.993000000017
428,964874000.000000000000,-99.912000000011,-100.896999999997,-90.172000000020,-87.354999999981
429,964876000.000000000000,-100.173999999999,-100.986000000034,-90.189999999944,-87.234999999986
430,964878000.000000000000,-100.018999999971,-100.836000000010,-90.332000000053,-87.035999999964
431,964880000.000000000000,-99.881000000052,-100.672999999952,-90.440999999992,-87.109999999986
432,964882000.000000000000,-99.881999999983,-100.826000000001,-90.400000000023,-87.195999999996
433,964884000.000000000000,-100.087000000058,-100.638999999966,-90.263999999966,-87.020000000019
434,964886000.000000000000,-100.050999999978,-100.680000000051,-90.236000000034,-86.998000000021
435,964888000.000000000000,-100.243000000017,-100.734999999986,-90.207999999984,-86.815999999992
436,964890000.000000000000,-100.241000000038,-100.854000000050,-90.062999999966,-86.875000000000
437,964892000.000000000000,-100.165999999968,-100.842999999993,-90.057999999961,-86.949999999953
438,964894000.000000000000,-99.966000000015,-101.045000000042,-90.070999999996,-87.077000000048
439,964896000.000000000000,-100.226000000024,-100.976000000024,-90.175999999978,-87.167999999947
440,964898000.000000000000,-100.018999999971,-100.922999999952,-90.430999999982,-86.989999999991
441,964900000.000000000000,-99.910000000033,-100.944999999949,-90.457000000053,-86.976999999955
442,964902000.000000000000,-100.048999999999,-100.868999999948,-90.378000000026,-86.868000000017
443,964904000.000000000000,-100.054000000004,-100.881000000052,-90.520999999950,-86.883000000031
444,964906000.000000000000,-100.185000000056,-100.918999999994,-90.361999999965,-86.847999999998
445,964908000.000000000000,-99.937999999966,-100.935000000056,-90.324000000022,-87.101999999955
446,964910000.000000000000,-99.966000000015,-100.923999999999,-90.496999999974,-87.042000000016
447,964912000.000000000000,-99.922999999952,-100.871999999974,-90.498000000021,-87.047999999952
448,964914000.000000000000,-99.996999999974,-100.800999999978,-90.373999999953,-87.060000000056
449,964916000.000000000000,-100.155000000028,-100.947999999975,-90.457000000053,-87.128999999957
450,964918000.000000000000,-100.077000000048,-100.795000000042,-90.111000000034,-87.087999999989
451,964920000.000000000000,-99.964000000036,-100.930999999982,-90.072000000044,-87.207000000053
452,964922000.000000000000,-100.023999999976,-100.837000000058,-90.155999999959,-87.028999999980
453,964924000.000000000000,-100.153999999980,-100.743999999948,-90.253999999957,-87.059000000008
454,964926000.000000000000,-100.195999999996,-100.935000000056,-90.341999999946,-87.155999999959
455,964928000.000000000000,-100.133000000031,-100.702999999980,-90.283000000054,-87.189000000013
456,964930000.000000000000,-100.228000000003,-100.660000000033,-90.197000000044,-87.116999999969
457,964932000.000000000000,-100.187000000034,-100.653000000049,-90.337999999989,-87.175999999978
458,964934000.000000000000,-100.096000000020,-100.822999999975,-90.275000000023,-86.932000000030
459,964936000.000000000000,-100.104000000050,-100.967999999993,-90.265999999945,-86.981000000029
460,964938000.000000000000,-100.067999999970,-100.886999999988,-90.104000000050,-87.170999999973
461,964940000.000000000000,-100.118999999948,-100.837000000058,-90.148000000045,-87.108000000007
462,964942000.000000000000,-100.145000000019,-100.677000000025,-90.222999999998,-87.173999999999
463,964944000.000000000000,-99.719000000041,-100.717999999993,-90.356999999960,-87.140000000014
